N1;N314;N279;N312;D1806;D1801;N345;D1811;D1812;D1802;D1803;N18;N133;N346_old;D3_1;N350;D3;N134;N347;N138;N139;N559;N560;N561;N562;N1_1;D1804;N557;D40;D41;N314_2;N346;N459;N10;D3101;D3217;N1002;D1752;N279_1;N1128;N1030;N14;N1_2;D40_2;D41_2;N1158;D428;N279_2;D3_2;D09;N1626;N269_1;N269_2;D85;D306;N279_3;IsMerge;IsDouble;FID_Entity;N2043;N2047;RC;RN;D428_1;N2218;FID_Filial_no_head;N2260;SYNC;D85_SYNC;D85_TCUN;D428_1P
814;122;8601;1;False;;;True;True;;;АООТ "ЮГРАНЕФТЕПРОГРЕСС";False;;;False;860101050;8601006033;; ; ;False;False;False;False;0;;False;16.09.1993 0:00:00;04.06.2012 0:00:00;122;;;;;False;1128601002298;04.06.2012 0:00:00;8601;04.06.2012 0:00:00;;86025;7849;16.09.1993 0:00:00;04.06.2012 0:00:00;True;0;8601;860101050;0;;0;382;11.07.2007 19:06:00;10.06.2016 13:05:00;;0;0;;;;;;;;;0;;;;
815;785;8601;1;False;;;True;True;;;АОЗТ"ОБЬ-ИРТЫШСКАЯ НЕФТЕДОБЫВАЮЩАЯ КОМПАНИЯ";False;;;False;860101010;8601006040;;0951201230; ;True;False;False;False;0;;False;24.09.1993 0:00:00;07.06.2017 14:18:00;785;;;;;False;;;8601;;;;;24.09.1993 0:00:00;07.06.2017 14:18:00;True;0;8601;860101010;0;;0;382;11.07.2007 19:06:00;09.07.2014 8:11:00;;0;0;;;;;;;;;1;;;;
816;786;8601;1;False;;;False;True;;;ФИЛИАЛ АОЗТ НИК "НИКОЙЛ";False;;;False;         ;8601006058;; ; ;False;False;False;False;0;;False;27.11.1993 0:00:00;30.01.1996 0:00:00;786;;;;;False;;;;;;;;27.11.1993 0:00:00;30.01.1996 0:00:00;True;0;8601;;0;;0;382;11.07.2007 19:06:00;09.07.2014 8:11:00;;0;0;;;;;;;;;;;;;
817;551;8601;1;False;;;True;True;;;ИНДИВИДУАЛЬНОЕ ЧАСТНОЕ ПРЕДПРИЯТИЕ "НУМАС";False;;;False;860101050;8601006065;; ; ;False;False;False;False;0;;False;25.12.1993 0:00:00;07.12.2011 0:00:00;551;;;;;False;1118601003465;07.12.2011 0:00:00;8601;07.12.2011 0:00:00;;86025;7849;25.12.1993 0:00:00;07.12.2011 0:00:00;True;0;8601;860101050;0;;0;382;11.07.2007 19:06:00;02.09.2014 8:14:00;;0;0;;;;;;;;;0;;;;
818;675;8601;1;False;;;True;True;;;АООТ "СЕВЕРНОЕ СИЯНИЕ";False;;;False;860101010;8601006072;;2410511;;False;False;False;False;0;;False;22.11.1993 0:00:00;17.08.2011 0:00:00;675;;;;;False;1118601001617;17.08.2011 0:00:00;8601;17.08.2011 0:00:00;;86025;7849;22.11.1993 0:00:00;17.08.2011 0:00:00;True;0;8601;860101010;0;;0;382;11.07.2007 19:06:00;16.08.2014 15:21:00;;0;0;;;;;;;;;0;;;;
819;2792805;7203;1;False;;72;True;False;;;ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ "СТРЕЛА";False;;;False;720301001;8601006080;01.04.2013 0:00:00;271  33878; ;True;False;False;False;0;;False;19.01.1995 0:00:00;;2792805;001968452;;;;False;1028600509970;;7203;21.10.2002 0:00:00;;72234;162262;30.06.1992 0:00:00;;True;0;7203;720301001;0;;0;493;11.07.2007 19:06:00;15.06.2016 16:27:00;;0;0;3773053;1;;;;1177;;;1;;;10.12.2014 0:00:00;1177
820;787;8601;1;False;;;False;True;;;ФИЛИАЛ ТОВАРИЩЕСТВА ШАХНАЗАРЯНА "ГАЯНЕ";False;;;False;         ;8601006097;; ; ;True;False;False;False;0;;False;10.12.1993 0:00:00;;787;;;;;False;;;;;;;;10.12.1993 0:00:00;;True;0;8601;;0;;0;382;11.07.2007 19:06:00;09.07.2014 8:11:00;;0;0;;;;;;;;;;;;;
821;788;8601;1;False;;;True;True;;;АООТ "СЛУЖБА БЕЗОПАСНОСТИ ЮГРАСЕРВИС";False;;;False;860101050;8601006107;; ; ;False;False;False;False;0;;False;14.01.1994 0:00:00;06.08.2007 0:00:00;788;;;;;False;1078601002446;;8601;06.08.2007 0:00:00;;86025;7849;14.01.1994 0:00:00;06.08.2007 0:00:00;True;0;8601;860101050;0;;0;382;11.07.2007 19:06:00;09.07.2014 8:11:00;;0;0;;;;;;;;;;;;;
822;594;8601;1;False;;;True;True;;;СТРОИТЕЛЬНАЯ КОМПАНИЯ "ГЕОПОЛИС";False;;;False;860101050;8601006114;; ; ;False;False;False;False;0;;False;08.02.1992 0:00:00;27.07.2012 0:00:00;594;;;;;False;1128601002980;27.07.2012 0:00:00;8601;27.07.2012 0:00:00;;86025;7849;08.02.1992 0:00:00;27.07.2012 0:00:00;True;0;8601;860101050;0;;0;382;11.07.2007 19:06:00;10.06.2016 13:05:00;;0;0;;;;;;;;;0;;;;
823;1582103;8601;1;False;;86;True;True;;;МБОУ  СОШ № 2;False;;860101001;False;860101001;8601006121;20.01.2011 0:00:00;2-36-71;271  36955;True;False;False;False;0;;False;29.03.1994 0:00:00;;1582103;001960713;;;;False;1028600513028;;8601;05.12.2002 0:00:00;;86038;103436;30.06.1992 0:00:00;;True;0;8601;860101001;0;;0;555;11.07.2007 19:06:00;29.01.2018 17:04:00;;0;0;3783416;1;;;;1178;;;1;1;12.11.2016 21:16:00;24.02.2015 0:00:00;1178
824;790;8601;1;False;;;True;True;;;ТОО ПРЕДПРИЯТИЕ "БИФ";False;;;False;         ;8601006139;;271  32135;;True;False;False;False;0;;False;30.06.1992 0:00:00;;790;;;;;False;;;8601;;;;;30.06.1992 0:00:00;;True;0;8601;         ;0;;0;382;11.07.2007 19:06:00;09.07.2014 8:11:00;;0;0;;;;;;;;;0;;;;
825;5547180;8601;1;False;;86;True;True;;;МБУДО "МУК";False;;860101001;False;860101001;8601006146;14.04.2014 0:00:00;34671 34671;32068;True;False;False;False;0;;False;14.04.1998 0:00:00;;5547180;002392453;;;;False;1028600512038;;8601;26.11.2002 0:00:00;;86038;103436;30.06.1992 0:00:00;;True;0;8601;860101001;0;;0;382;11.07.2007 19:06:00;16.01.2018 18:33:00;;0;0;3782515;1;;;;1178;;;1;1;17.03.2017 22:14:00;24.02.2015 0:00:00;1178
826;1578272;8601;1;False;;86;True;True;;;МБОУ ДОД ДДТ;False;;860101001;False;860101001;8601006153;21.01.2011 0:00:00; ;20103;True;False;False;False;0;;False;11.10.2004 0:00:00;;1578272;001960812;;;;False;1028600513732;;8601;12.12.2002 0:00:00;17.10.2016 0:00:00;86038;103436;30.06.1992 0:00:00;;True;0;8601;860101001;0;;0;382;11.07.2007 19:06:00;15.02.2018 13:01:00;;0;0;3784048;1;;;;1178;;;1;1;15.02.2018 13:01:00;24.02.2015 0:00:00;1178
827;792;8601;1;False;;;True;True;;;ТОО "ДЕЛЬТА";False;;;False;860101001;8601006160;; ; ;False;False;False;False;0;;False;12.05.1994 0:00:00;28.12.2001 0:00:00;792;;;;;False;;;8601;;;;;12.05.1994 0:00:00;28.12.2001 0:00:00;True;0;8601;860101001;0;;0;382;11.07.2007 19:06:00;09.07.2014 8:11:00;;0;0;;;;;;;;;;;;;
829;794;8601;1;False;;;True;True;;;ИЧП "ТУРСЕРВИС" ПЕНИГИНА;False;;;False;860101050;8601006185;; ; ;False;False;False;False;0;;False;28.06.1994 0:00:00;07.11.2006 0:00:00;794;;;;;False;1068601012611;;8601;07.11.2006 0:00:00;;86025;7849;28.06.1994 0:00:00;07.11.2006 0:00:00;True;0;8601;860101050;0;;0;382;11.07.2007 19:06:00;09.07.2014 8:11:00;;0;0;;;;;;;;;;;;;
830;673;8601;1;False;;;True;True;;;ТОО "ЕРМАК";False;;;False;860101001;8601006192;; ; ;False;False;False;False;0;;False;12.06.1994 0:00:00;29.12.2001 0:00:00;673;;;;;False;;;8601;;;;;12.06.1994 0:00:00;29.12.2001 0:00:00;True;0;8601;860101001;0;;0;382;11.07.2007 19:06:00;09.07.2014 8:11:00;;0;0;;;;;;;;;;;;;
831;1578486;8601;1;False;;86;True;True;;;МБДОУ "ДЕТСКИЙ САД №13 "МАЛЫШОК";False;;860101001;False;860101001;8601006202;12.01.2011 0:00:00;83467320971;20971;False;False;False;False;0;;False;11.04.2001 0:00:00;04.09.2015 0:00:00;1578486;001960617;;;;False;1028600514293;;8601;17.12.2002 0:00:00;04.09.2015 0:00:00;86038;103436;30.06.1992 0:00:00;04.09.2015 0:00:00;True;0;8601;860101001;0;;0;382;11.07.2007 19:06:00;05.11.2017 10:02:00;;0;0;3784574;1;;;;1178;;;1;1;05.11.2017 10:02:00;24.02.2015 0:00:00;1178
832;601;8601;1;False;;86;True;True;;;ХАНТЫ-МАНСИЙСКИЙ БАНКОВСКИЙ СОЮЗ;False;;;False;860101001;8601006210;16.01.2001 0:00:00; ; ;False;False;False;False;0;;False;27.01.1994 0:00:00;28.12.2001 0:00:00;601;00385296;;;;False;;28.12.2001 11:14:00;8601;;;;;27.01.1994 0:00:00;28.12.2001 0:00:00;True;0;8601;860101001;0;;0;382;11.07.2007 19:06:00;09.07.2014 8:11:00;;0;0;;;;;;;;;;;;;
833;598;8601;1;False;;;True;True;;;Х-МАНСИЙСКАЯ ЮРИДИЧЕСКАЯ КОНСУЛЬТАЦИЯ;False;;;False;860101050;8601006227;; ; ;False;False;False;False;0;;False;02.11.1993 0:00:00;23.06.2011 0:00:00;598;;;;;False;1118601001265;23.06.2011 0:00:00;8601;23.06.2011 0:00:00;;86025;7849;02.11.1993 0:00:00;23.06.2011 0:00:00;True;0;8601;860101050;0;;0;382;11.07.2007 19:06:00;16.10.2015 10:05:00;;0;0;;;;;;;;;0;;;;
834;154;8601;1;False;;;True;True;;;ОГУП КОМПЛЕКСНАЯ ГЕОЛОГО-ГИДРОГЕОЛОГИЧ.ЭКСПЕДИЦИЯ;False;;;False;860101001;8601006234;;271  94192; ;False;False;False;False;0;;False;19.12.1994 0:00:00;18.12.2001 0:00:00;154;;;;;False;;;8601;;;;;19.12.1994 0:00:00;18.12.2001 0:00:00;True;0;8601;860101001;0;;0;382;11.07.2007 19:06:00;09.07.2014 8:11:00;;0;0;;;;;;;;;;;;;
835;653006;8601;1;True;;86;True;True;;;Правительство ХМАО - Югры;False;;860101001;False;860101001;8601006241;06.04.2010 0:00:00;2710021195;271  41105;True;False;False;True;0;;False;03.10.1997 0:00:00;;653006;001834154;;;;False;1028600512181;;8601;28.11.2002 0:00:00;;86038;103436;30.06.1992 0:00:00;;True;0;8601;860101001;0;;0;555;11.07.2007 19:06:00;29.01.2018 17:04:00;;0;0;3782660;1;;;;1178;;;1;1;29.12.2017 15:00:00;24.02.2015 0:00:00;1178
836;796;8601;1;False;;;True;True;;;ЦЕНТР УПРАВЛЕНИЯ КРЕДИТАМИ;False;;;False;860101050;8601006259;; ; ;False;False;False;False;0;;False;28.10.1992 0:00:00;06.08.2007 0:00:00;796;;;;;False;1078601002424;;8601;06.08.2007 0:00:00;;86025;7849;28.10.1992 0:00:00;06.08.2007 0:00:00;True;0;8601;860101050;0;;0;382;11.07.2007 19:06:00;09.07.2014 8:11:00;;0;0;;;;;;;;;;;;;
837;797;8601;1;False;;;True;True;;;АООТ "ЧИФ СОЦИАЛЬНОЙ ЗАЩИТЫ НАРОДОВ СЕВЕРА";False;;;False;860101010;8601006266;;2410511;;False;False;False;False;0;;False;28.11.1993 0:00:00;04.05.2012 0:00:00;797;;;;;False;1128601001792;04.05.2012 0:00:00;8601;04.05.2012 0:00:00;;86025;7849;28.11.1993 0:00:00;04.05.2012 0:00:00;True;0;8601;860101010;0;;0;382;11.07.2007 19:06:00;10.06.2016 13:05:00;;0;0;;;;;;;;;0;;;;
838;1005;8601;1;False;;;True;True;;;ОТКРЫТОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО "ФАКТОРИЯ";False;;;False;860101001;8601006273;;271  92294; ;False;False;False;False;0;;False;10.02.2006 0:00:00;10.02.2006 0:00:00;1005;;;;;False;1068601002227;;8601;10.02.2006 0:00:00;;86025;7849;10.05.1995 0:00:00;10.02.2006 0:00:00;True;0;8601;860101001;0;;0;4;11.07.2007 19:06:00;03.07.2014 20:02:00;;0;0;77606;3;1;;;;;;;;;;
839;480;8601;1;False;;;True;True;;;ГОСУДАРСТВЕННОЕ ПРЕДПРИЯТИЕ "ЭКОЦЕНТР";False;;;False;860101050;8601006280;; ; ;False;False;False;False;0;;False;15.06.1991 0:00:00;18.01.2012 0:00:00;480;;;;;False;1128601000406;18.01.2012 0:00:00;8601;18.01.2012 0:00:00;;86025;7849;15.06.1991 0:00:00;18.01.2012 0:00:00;True;0;8601;860101050;0;;0;382;11.07.2007 19:06:00;10.06.2016 13:05:00;;0;0;;;;;;;;;0;;;;
840;798;8601;1;False;;86;True;True;;;УВО Полиции УМВД России по Ханты-Мансийскому автономному округу - Югре;False;;860101001;False;860101001;8601006298;03.10.2011 0:00:00;271  42922;271  32922;True;False;False;False;0;;False;25.04.1995 0:00:00;;798;002160235;;;;False;1028600507858;06.09.2012 0:00:00;8601;09.08.2002 0:00:00;;86025;7849;25.04.1995 0:00:00;;True;0;8601;860101001;0;;0;382;11.07.2007 19:06:00;18.02.2018 14:13:00;0   ;0;0;3923053;1;;;;1178;;;1;1;18.02.2018 14:12:00;24.02.2015 0:00:00;1178
841;799;8601;1;False;;;True;True;;;МЕДИЦИНСКАЯ СТРАХОВАЯ КОМПАНИЯ "ОБЬ-ИРТЫШ";False;;;False;860101050;8601006308;; ; ;False;False;False;False;0;;False;11.03.1993 0:00:00;06.08.2007 0:00:00;799;;;;;False;1078601002413;;8601;06.08.2007 0:00:00;;86025;7849;11.03.1993 0:00:00;06.08.2007 0:00:00;True;0;8601;860101050;0;;0;382;11.07.2007 19:06:00;09.07.2014 8:11:00;;0;0;;;;;;;;;;;;;
842;246;8601;1;False;;86;True;True;;;ГОСУДАРСТВЕННОЕ УЧРЕЖДЕНИЕ "ПОЖАРНАЯ ЧАСТЬ № 75 ГЛАВНОГО УПРАВЛЕНИЯ МИНИСТЕРСТВА РОССИЙСКОЙ ФЕДЕРАЦИИ ПО ДЕЛАМ ГРАЖДАНСКОЙ ОБОРОНЫ, ЧРЕЗВЫЧАЙНЫМ СИТУАЦИЯМ И ЛИК;False;;;False;860101001;8601006315;04.12.2008 0:00:00;;97647;False;False;False;False;0;;False;15.01.1996 0:00:00;13.05.2009 0:00:00;246;001765100;;;;False;1028600508111;13.05.2009 19:08:00;8601;19.08.2002 0:00:00;;86025;7849;15.01.1996 0:00:00;13.05.2009 0:00:00;True;0;8601;860101001;0;;0;382;11.07.2007 19:06:00;16.11.2017 5:32:00;;0;0;3923218;3;1;;;;;;;;;;
843;16903380;8601;1;False;;86;True;True;;;ДЕПДОРХОЗ И ТРАНСПОРТА ЮГРЫ;False;;860101001;False;860101001;8601006322;19.08.2010 0:00:00;;;True;False;False;False;0;;False;16.07.1997 0:00:00;;16903380;001837570;;;;False;1028600511587;;8601;21.11.2002 0:00:00;;86038;103436;30.06.1992 0:00:00;;True;0;8601;860101001;0;;0;382;11.07.2007 19:06:00;10.01.2018 14:14:00;;0;0;3774161;1;;;;1177;;;1;1;21.09.2017 15:00:00;10.12.2014 0:00:00;1177
844;614484;8601;1;False;;86;True;True;;;КОМИТЕТ ПО МОЛОДЕЖНОЙ ПОЛИТИКЕ ХАНТЫ-МАНСИЙСКОГО АВТОНОМНОГО ОКРУГА-ЮГРЫ;False;;;False;860101001;8601006330;23.05.2007 0:00:00;(34671)22472; ;False;False;False;False;0;;False;06.03.1993 0:00:00;17.09.2010 0:00:00;614484;001570490;;;;False;1028600512049;;8601;26.11.2002 0:00:00;;86025;7849;06.03.1993 0:00:00;17.09.2010 0:00:00;True;0;8601;860101001;0;;0;382;11.07.2007 19:06:00;16.08.2017 16:04:00;0   ;0;0;3782524;3;1;;;;;;;;;;
845;339;8601;1;False;;86;True;True;;;УПРАВЛЕНИЕ ЖИЛИЩНО-КОММУНАЛЬНОГО ХОЗЯЙСТВА ХАНТЫ-МАНСИЙСКОГО АВТОНОМНОГО ОКРУГА;False;;;False;860101001;8601006347;27.03.2001 0:00:00;34671 34671;32623;False;False;False;False;0;;False;10.07.1998 0:00:00;08.08.2012 0:00:00;339;00648101;;;;False;1028600514227;08.08.2012 0:00:00;8601;16.12.2002 0:00:00;;86025;7849;10.07.1998 0:00:00;08.08.2012 0:00:00;True;0;8601;860101001;0;;0;382;11.07.2007 19:06:00;02.09.2014 8:14:00;;0;0;3784502;1;;;;;;;0;;;;
846;800;8601;1;False;;;True;True;;;ИЧП "ДОЗОР";False;;;False;         ;8601006354;; ; ;True;False;False;False;0;;False;30.06.1992 0:00:00;;800;;;;;False;;;8601;;;;;30.06.1992 0:00:00;;True;0;8601;         ;0;;0;382;11.07.2007 19:06:00;09.07.2014 8:11:00;;0;0;;;;;;;;;0;;;;
847;801;8601;1;False;;;True;True;;;АООТ "НОВЫ ХАТЛ";False;;;False;860101050;8601006361;; ; ;False;False;False;False;0;;False;27.12.1993 0:00:00;07.12.2011 0:00:00;801;;;;;False;1118601003476;07.12.2011 0:00:00;8601;07.12.2011 0:00:00;;86025;7849;27.12.1993 0:00:00;07.12.2011 0:00:00;True;0;8601;860101050;0;;0;382;11.07.2007 19:06:00;02.09.2014 8:14:00;;0;0;;;;;;;;;0;;;;
848;727;8601;1;False;;;True;True;;;ФИРМА "ОВЫС";False;;;False;860101050;8601006379;; ; ;False;False;False;False;0;;False;28.12.1993 0:00:00;22.05.2007 0:00:00;727;;;;;False;1078601001610;;8601;22.05.2007 0:00:00;;86025;7849;28.12.1993 0:00:00;22.05.2007 0:00:00;True;0;8601;860101050;0;;0;382;11.07.2007 19:06:00;09.07.2014 8:11:00;;0;0;;;;;;;;;;;;;
849;802;8601;1;False;;;True;True;;;ТОО "ТАНДЕМ-2";False;;;False;         ;8601006386;; ; ;True;False;False;False;0;;False;30.06.1992 0:00:00;;802;;;;;False;;;8601;;;;;30.06.1992 0:00:00;;True;0;8601;         ;0;;0;382;11.07.2007 19:06:00;09.07.2014 8:11:00;;0;0;;;;;;;;;0;;;;
850;803;8601;1;False;;;True;True;;;ИЧП "МИХАЙЛОВА И К";False;;;False;         ;8601006393;; ; ;True;False;False;False;0;;False;30.06.1992 0:00:00;;803;;;;;False;;;8601;;;;;30.06.1992 0:00:00;;True;0;8601;         ;0;;0;382;11.07.2007 19:06:00;09.07.2014 8:11:00;;0;0;;;;;;;;;0;;;;
851;804;8601;1;False;;;True;True;;;ФИЛИАЛ АОЗТ "СЕВЕР";False;;;False;         ;8601006403;; ; ;True;False;False;False;0;;False;26.02.1994 0:00:00;;804;;;;;False;;;;;;;;26.02.1994 0:00:00;;True;0;8601;;0;;0;382;11.07.2007 19:06:00;09.07.2014 8:11:00;;0;0;;;;;;;;;;;;;
852;805;8601;1;False;;;True;True;;;ИЧФ "ГОГОЛЕВ И К";False;;;False;860101001;8601006410;; ; ;False;False;False;False;0;;False;12.05.1994 0:00:00;29.10.2001 0:00:00;805;;;;;False;;;8601;;;;;12.05.1994 0:00:00;29.10.2001 0:00:00;True;0;8601;860101001;0;;0;382;11.07.2007 19:06:00;09.07.2014 8:11:00;;0;0;;;;;;;;;;;;;
853;665;8601;1;False;;86;True;True;;;ООО "СПЕЦИАЛ ЛТД";False;;860101001;False;860101001;8601006428;26.10.1999 0:00:00;271  40303; ;False;False;False;False;0;;False;26.09.1997 0:00:00;17.10.2016 0:00:00;665;0014266;;;;False;1028600510102;08.08.2005 0:00:00;8601;28.10.2002 0:00:00;17.10.2016 0:00:00;86038;103436;19.07.1996 0:00:00;17.10.2016 0:00:00;True;0;8601;860101001;0;;0;382;11.07.2007 19:06:00;27.02.2017 12:24:00;;0;0;3773143;3;1;;;1178;;;1;1;17.10.2016 20:01:00;24.02.2015 0:00:00;1178
854;806;8601;1;False;;;True;True;;;ИЧП "АВТАЙКИН И К";False;;;False;860101010;8601006435;;271  43810; ;False;False;False;False;0;;False;22.01.1993 0:00:00;24.11.2006 0:00:00;806;;;;;False;1068601013106;;8601;24.11.2006 0:00:00;;86025;7849;22.01.1993 0:00:00;24.11.2006 0:00:00;True;0;8601;860101010;0;;0;382;11.07.2007 19:06:00;09.07.2014 8:11:00;;0;0;;;;;;;;;;;;;
855;555;8601;1;False;;;True;True;;;ТОО "АМЕТИСТ-1";False;;;False;         ;8601006442;; ; ;True;False;False;False;0;;False;14.11.1992 0:00:00;;555;;;;;False;;;;;;;;14.11.1992 0:00:00;;True;0;8601;;0;;0;382;11.07.2007 19:06:00;09.07.2014 8:11:00;;0;0;;;;;;;;;;;;;
856;6021934;8601;1;False;;86;False;True;;;КОМИТЕТ ГОСУДАРСТВЕННОЙ СТАТИСТИКИ ХАНТЫ-МАНСИЙСКОГО АВТОНОМНОГО ОКРУГА - ЮГРА;False;;860101001;False;860101001;8601006450;19.08.2004 0:00:00;(34671)22496; ;False;False;False;False;0;;False;30.12.1990 0:00:00;20.05.2015 0:00:00;6021934;00862172;;;;False;1028600515690;03.02.2005 18:06:00;8601;25.12.2002 0:00:00;;86025;7849;30.12.1990 0:00:00;20.05.2015 0:00:00;True;0;8601;860101001;0;;0;382;11.07.2007 19:06:00;17.09.2016 16:18:00;;0;0;3883902;3;1;;;;;3883902;;1;17.09.2016 16:18:00;;
857;7570;8601;1;False;;;False;True;;;ГОРОДСКОЙ ОТДЕЛ СТАТИСТИКИ;False;;;False;860103001;8601006450;;271  30714; ;False;False;False;False;0;;False;09.04.2001 9:15:00;03.02.2005 0:00:00;7570;;;;;False;;;8601;;;;;09.04.2001 9:15:00;03.02.2005 0:00:00;True;0;8601;860103001;0;;0;382;11.07.2007 19:06:00;09.07.2014 8:11:00;;0;0;;;;;;;;;;;;;
858;336;8601;1;False;;;True;True;;;ИЧП "ФЛОРА";False;;;False;860101050;8601006467;; ; ;False;False;False;False;0;;False;12.04.1993 0:00:00;22.01.2007 0:00:00;336;;;;;False;1078601000202;;8601;22.01.2007 0:00:00;;86025;7849;12.04.1993 0:00:00;22.01.2007 0:00:00;True;0;8601;860101050;0;;0;382;11.07.2007 19:06:00;09.07.2014 8:11:00;;0;0;;;;;;;;;;;;;
859;807;8601;1;False;;;False;True;;;ФИЛИАЛ "ВЕНКОМ";False;;;False;         ;8601006474;; ; ;False;False;False;False;0;;False;13.10.1992 0:00:00;02.04.1996 0:00:00;807;;;;;False;;;;;;;;13.10.1992 0:00:00;02.04.1996 0:00:00;True;0;8601;;0;;0;382;11.07.2007 19:06:00;09.07.2014 8:11:00;;0;0;;;;;;;;;;;;;
860;808;8601;1;False;;;True;True;;;АОЗТ "ЗАПАДНО-СИБИРСКИЙ НЕФТЯНОЙ КОНЦЕРН";False;;;False;860101050;8601006481;; ; ;False;False;False;False;0;;False;17.06.1993 0:00:00;08.08.2012 0:00:00;808;;;;;False;1128601003167;08.08.2012 0:00:00;8601;08.08.2012 0:00:00;;86025;7849;17.06.1993 0:00:00;08.08.2012 0:00:00;True;0;8601;860101050;0;;0;382;11.07.2007 19:06:00;02.09.2014 8:14:00;;0;0;;;;;;;;;0;;;;
861;809;8601;1;False;;;False;True;;;ФИЛИАЛ ИЧП "МАРИЯ";False;;;False;         ;8601006499;; ; ;True;False;False;False;0;;False;25.02.1993 0:00:00;;809;;;;;False;;;;;;;;25.02.1993 0:00:00;;True;0;8601;;0;;0;382;11.07.2007 19:06:00;09.07.2014 8:11:00;;0;0;;;;;;;;;;;;;
862;322;8601;1;False;;;True;True;;;ИЧП ОБЪЕДИНЕНИЕ "СИБСТРОЙКОМПЛЕКС";False;;;False;860101010;8601006509;;271  43063; ;False;False;False;False;0;;False;15.03.1991 0:00:00;22.01.2007 0:00:00;322;;;;;False;1078601000180;;8601;22.01.2007 0:00:00;;86025;7849;15.03.1991 0:00:00;22.01.2007 0:00:00;True;0;8601;860101010;0;;0;382;11.07.2007 19:06:00;09.07.2014 8:11:00;;0;0;;;;;;;;;;;;;
863;810;8601;1;False;;;True;True;;;АООТ ОБСКАЯ КОМПАНИЯ "ОБЬНЕФТЕДОБЫЧА";False;;;False;860101010;8601006516;;0951289025; ;False;False;False;False;0;;False;26.06.1993 0:00:00;24.11.2006 0:00:00;810;;;;;False;1068601013084;;8601;24.11.2006 0:00:00;;86025;7849;26.06.1993 0:00:00;24.11.2006 0:00:00;True;0;8601;860101010;0;;0;382;11.07.2007 19:06:00;09.07.2014 8:11:00;;0;0;;;;;;;;;;;;;
864;811;8601;1;False;;;True;True;;;ИЧП "ЭРИЭЛ";False;;;False;         ;8601006523;; ; ;True;False;False;False;0;;False;30.06.1992 0:00:00;;811;;;;;False;;;8601;;;;;30.06.1992 0:00:00;;True;0;8601;         ;0;;0;382;11.07.2007 19:06:00;09.07.2014 8:11:00;;0;0;;;;;;;;;0;;;;
865;812;0   ;1;False;;;False;False;;;ХМ ФИЛИАЛ ОАО ПСК "СУРГУТТРАНССТРОЙ";False;;;False;         ;8601006530;;271  33232;;False;False;False;False;0;;False;10.11.1993 0:00:00;28.01.2008 0:00:00;812;;;;;False;;;0   ;;;;;10.11.1993 0:00:00;28.01.2008 0:00:00;True;0;0   ;         ;0;;0;382;11.07.2007 19:06:00;09.07.2014 8:11:00;;0;0;;;;;;;;;;;;;
866;813;8601;1;False;;;True;True;;;ИЧП "ДУДНИКОВ И К";False;;;False;         ;8601006548;; ; ;True;False;False;False;0;;False;30.06.1992 0:00:00;;813;;;;;False;;;8601;;;;;30.06.1992 0:00:00;;True;0;8601;         ;0;;0;382;11.07.2007 19:06:00;09.07.2014 8:11:00;;0;0;;;;;;;;;0;;;;
867;275;8601;1;False;;;True;True;;;ЧП "ЩЕГОЛЕВ И К";False;;;False;         ;8601006555;;271  42879;;True;False;False;False;0;;False;30.06.1992 0:00:00;;275;;;;;False;;;8601;;;;;30.06.1992 0:00:00;;True;0;8601;         ;0;;0;382;11.07.2007 19:06:00;09.07.2014 8:11:00;;0;0;;;;;;;;;0;;;;
868;814;8601;1;False;;;True;True;;;ИЧП "ТАТЬЯНА И К";False;;;False;860101010;8601006562;;271  43834; ;False;False;False;False;0;;False;24.09.1992 0:00:00;27.11.2006 0:00:00;814;;;;;False;1068601013161;;8601;27.11.2006 0:00:00;;86025;7849;24.09.1992 0:00:00;27.11.2006 0:00:00;True;0;8601;860101010;0;;0;382;11.07.2007 19:06:00;09.07.2014 8:11:00;;0;0;;;;;;;;;;;;;
869;252;8601;1;False;;;True;True;;;АОЗТ "АСКО БИЗНЕС СЕРВИС ЛТД";False;;;False;860101050;8601006570;; ; ;False;False;False;False;0;;False;12.12.1992 0:00:00;07.11.2006 0:00:00;252;;;;;False;1068601012589;;8601;07.11.2006 0:00:00;;86025;7849;12.12.1992 0:00:00;07.11.2006 0:00:00;True;0;8601;860101050;0;;0;382;11.07.2007 19:06:00;09.07.2014 8:11:00;;0;0;;;;;;;;;;;;;
871;1035;8601;1;False;;;True;True;;;ТОО "ВЕНКОМ";False;;;False;         ;8601006594;; ; ;True;False;False;False;0;;False;30.06.1992 0:00:00;;1035;;;;;False;;;8601;;;;;30.06.1992 0:00:00;;True;0;8601;         ;0;;0;382;11.07.2007 19:06:00;09.07.2014 8:11:00;;0;0;;;;;;;;;0;;;;
872;815;8601;1;False;;;True;True;;;ТОО "БЕТОР";False;;;False;         ;8601006604;; ; ;True;False;False;False;0;;False;30.06.1992 0:00:00;;815;;;;;False;;;8601;;;;;30.06.1992 0:00:00;;True;0;8601;         ;0;;0;382;11.07.2007 19:06:00;09.07.2014 8:11:00;;0;0;;;;;;;;;0;;;;
